WRKLOSSRV,ANXIOUS,WORRY,INTEREST,DOWN,SCRAM
0.0,0.0,0.0,1.0,0.0,P030058890
0.0,0.0,0.0,1.0,0.0,P030058891
0.0,1.0,1.0,0.0,1.0,P030058892
1.0,1.0,1.0,0.0,1.0,P030058893
0.0,1.0,1.0,0.0,1.0,P030058894
0.0,1.0,0.0,0.0,0.0,P030058895
0.0,0.0,0.0,1.0,0.0,P030058896
0.0,1.0,1.0,0.0,1.0,P030058897
0.0,0.0,0.0,1.0,0.0,P030058898
0.0,0.0,0.0,1.0,0.0,P030058899
0.0,0.0,0.0,1.0,0.0,P030058900
0.0,0.0,0.0,1.0,0.0,P030058901
0.0,0.0,0.0,1.0,0.0,P030058902
0.0,0.0,0.0,1.0,0.0,P030058903
0.0,0.0,0.0,1.0,0.0,P030058904
0.0,1.0,1.0,1.0,0.0,P030058905
0.0,1.0,1.0,0.0,1.0,P030058906
0.0,1.0,0.0,1.0,0.0,P030058907
0.0,0.0,0.0,1.0,0.0,P030058908
0.0,0.0,0.0,1.0,0.0,P030058909
0.0,1.0,1.0,0.0,1.0,P030058910
0.0,1.0,1.0,1.0,1.0,P030058911
0.0,1.0,0.0,1.0,0.0,P030058913
0.0,1.0,1.0,0.0,0.0,P030058914
0.0,0.0,0.0,1.0,0.0,P030058915
1.0,1.0,1.0,1.0,1.0,P030058916
0.0,0.0,0.0,1.0,0.0,P030058918
0.0,0.0,0.0,1.0,1.0,P030058919
0.0,1.0,1.0,1.0,0.0,P030058920
0.0,0.0,0.0,1.0,0.0,P030058921
0.0,1.0,1.0,1.0,0.0,P030058922
0.0,1.0,1.0,0.0,1.0,P030058923
0.0,1.0,1.0,1.0,0.0,P030058924
0.0,0.0,0.0,1.0,0.0,P030058926
0.0,1.0,1.0,1.0,0.0,P030058927
0.0,0.0,0.0,1.0,0.0,P030058928
0.0,1.0,1.0,0.0,1.0,P030058929
0.0,1.0,0.0,1.0,0.0,P030058930
1.0,0.0,0.0,1.0,0.0,P030058931
0.0,0.0,0.0,1.0,0.0,P030058932
0.0,0.0,0.0,0.0,0.0,P030058933
0.0,1.0,1.0,0.0,1.0,P030058934
0.0,1.0,1.0,0.0,1.0,P030058935
0.0,0.0,0.0,1.0,0.0,P030058936
0.0,0.0,0.0,1.0,0.0,P030058937
0.0,0.0,0.0,1.0,0.0,P030058938
0.0,0.0,0.0,1.0,0.0,P030058939
0.0,1.0,0.0,1.0,0.0,P030058940
1.0,0.0,0.0,1.0,0.0,P030058941
0.0,1.0,1.0,0.0,1.0,P030058942
0.0,0.0,0.0,0.0,0.0,P030058943
0.0,1.0,1.0,1.0,0.0,P030058944
0.0,1.0,0.0,0.0,1.0,P030058945
0.0,0.0,0.0,1.0,0.0,P030058947
0.0,1.0,0.0,1.0,1.0,P030058948
0.0,1.0,1.0,1.0,0.0,P030058949
0.0,1.0,1.0,0.0,1.0,P030058950
0.0,1.0,0.0,1.0,0.0,P030058951
0.0,1.0,1.0,0.0,1.0,P030058952
0.0,0.0,0.0,1.0,0.0,P030058953
0.0,0.0,0.0,1.0,0.0,P030058954
0.0,0.0,0.0,1.0,0.0,P030058955
0.0,1.0,1.0,0.0,1.0,P030058956
1.0,0.0,0.0,1.0,0.0,P030058957
0.0,0.0,0.0,1.0,0.0,P030058958
0.0,1.0,0.0,1.0,0.0,P030058959
0.0,0.0,0.0,1.0,0.0,P030058960
0.0,1.0,1.0,0.0,1.0,P030058961
0.0,1.0,1.0,1.0,0.0,P030058963
0.0,0.0,0.0,1.0,0.0,P030058964
0.0,0.0,0.0,0.0,0.0,P030058965
0.0,0.0,0.0,1.0,0.0,P030058966
0.0,0.0,0.0,1.0,0.0,P030058967
0.0,0.0,0.0,1.0,0.0,P030058968
0.0,0.0,0.0,1.0,0.0,P030058969
0.0,0.0,0.0,1.0,0.0,P030058970
1.0,1.0,1.0,1.0,0.0,P030058971
0.0,0.0,0.0,1.0,0.0,P030058972
0.0,0.0,0.0,1.0,0.0,P030058973
0.0,1.0,1.0,0.0,1.0,P030058974
0.0,0.0,0.0,1.0,0.0,P030058975
0.0,1.0,1.0,1.0,0.0,P030058976
0.0,0.0,0.0,1.0,0.0,P030058977
0.0,0.0,0.0,1.0,0.0,P030058978
0.0,1.0,0.0,1.0,0.0,P030058979
0.0,0.0,0.0,1.0,0.0,P030058980
0.0,1.0,0.0,0.0,1.0,P030058981
0.0,0.0,0.0,1.0,0.0,P030058982
0.0,1.0,1.0,0.0,0.0,P030058983
0.0,1.0,1.0,1.0,0.0,P030058984
0.0,0.0,0.0,1.0,0.0,P030058985
0.0,1.0,1.0,0.0,1.0,P030058986
0.0,0.0,0.0,1.0,0.0,P030058987
0.0,0.0,0.0,1.0,0.0,P030058988
0.0,1.0,1.0,1.0,1.0,P030058989
0.0,0.0,0.0,1.0,0.0,P030058990
0.0,1.0,0.0,1.0,0.0,P030058991
0.0,1.0,0.0,1.0,1.0,P030058992
0.0,0.0,0.0,1.0,0.0,P030058993
0.0,1.0,1.0,0.0,1.0,P030058994
1.0,0.0,0.0,1.0,0.0,P030058995
0.0,0.0,0.0,1.0,0.0,P030058996
0.0,1.0,0.0,1.0,0.0,P030058997
0.0,0.0,0.0,1.0,0.0,P030058998
0.0,0.0,0.0,1.0,0.0,P030058999
0.0,0.0,0.0,0.0,0.0,P030059000
0.0,1.0,1.0,0.0,1.0,P030059001
0.0,0.0,0.0,1.0,0.0,P030059002
0.0,1.0,1.0,0.0,1.0,P030059003
0.0,1.0,1.0,0.0,1.0,P030059004
0.0,0.0,0.0,1.0,0.0,P030059005
0.0,0.0,0.0,1.0,0.0,P030059006
1.0,1.0,1.0,0.0,0.0,P030059007
0.0,1.0,1.0,0.0,1.0,P030059008
0.0,0.0,0.0,1.0,0.0,P030059009
0.0,0.0,0.0,1.0,0.0,P030059011
0.0,1.0,0.0,1.0,0.0,P030059012
0.0,1.0,1.0,1.0,0.0,P030059013
0.0,0.0,1.0,0.0,1.0,P030059014
0.0,0.0,0.0,1.0,0.0,P030059015
0.0,1.0,1.0,1.0,0.0,P030059016
0.0,1.0,1.0,1.0,0.0,P030059017
0.0,0.0,0.0,1.0,0.0,P030059018
1.0,1.0,1.0,0.0,1.0,P030059019
0.0,1.0,0.0,0.0,0.0,P030059020
0.0,1.0,1.0,0.0,1.0,P030059021
0.0,0.0,0.0,1.0,0.0,P030059022
0.0,1.0,1.0,1.0,0.0,P030059023
1.0,0.0,0.0,0.0,1.0,P030059024
0.0,0.0,0.0,1.0,0.0,P030059025
0.0,1.0,1.0,0.0,1.0,P030059026
0.0,0.0,0.0,0.0,0.0,P030059027
0.0,0.0,0.0,1.0,0.0,P030059029
0.0,0.0,0.0,1.0,0.0,P030059030
0.0,1.0,1.0,0.0,1.0,P030059031
0.0,0.0,0.0,0.0,1.0,P030059032
0.0,0.0,0.0,1.0,0.0,P030059035
0.0,1.0,0.0,1.0,0.0,P030059036
0.0,1.0,0.0,1.0,0.0,P030059037
0.0,0.0,0.0,0.0,0.0,P030059038
0.0,0.0,0.0,1.0,0.0,P030059039
0.0,0.0,0.0,1.0,0.0,P030059040
0.0,0.0,0.0,1.0,0.0,P030059041
0.0,0.0,0.0,1.0,0.0,P030059042
0.0,0.0,0.0,1.0,0.0,P030059043
0.0,1.0,0.0,1.0,1.0,P030059044
0.0,0.0,1.0,1.0,0.0,P030059045
0.0,1.0,1.0,0.0,1.0,P030059046
0.0,1.0,1.0,0.0,1.0,P030059047
0.0,0.0,0.0,1.0,0.0,P030059048
0.0,0.0,0.0,1.0,0.0,P030059049
0.0,1.0,0.0,1.0,0.0,P030059050
0.0,1.0,1.0,1.0,0.0,P030059051
0.0,0.0,0.0,1.0,0.0,P030059052
0.0,0.0,0.0,0.0,1.0,P030059053
0.0,0.0,0.0,1.0,0.0,P030059054
0.0,0.0,0.0,1.0,0.0,P030059055
0.0,0.0,0.0,1.0,0.0,P030059056
0.0,1.0,1.0,1.0,0.0,P030059057
0.0,1.0,1.0,1.0,0.0,P030059058
0.0,1.0,0.0,0.0,0.0,P030059059
0.0,0.0,0.0,0.0,0.0,P030059060
0.0,1.0,1.0,1.0,0.0,P030059061
1.0,1.0,1.0,0.0,1.0,P030059062
0.0,0.0,1.0,1.0,0.0,P030059063
0.0,0.0,0.0,1.0,0.0,P030059064
0.0,0.0,0.0,1.0,0.0,P030059065
0.0,1.0,0.0,0.0,1.0,P030059066
0.0,0.0,0.0,1.0,0.0,P030059067
0.0,0.0,0.0,1.0,0.0,P030059068
0.0,0.0,0.0,1.0,0.0,P030059069
1.0,1.0,1.0,0.0,1.0,P030059070
1.0,1.0,1.0,0.0,1.0,P030059071
0.0,0.0,0.0,0.0,0.0,P030059072
0.0,0.0,0.0,1.0,0.0,P030059074
0.0,0.0,0.0,1.0,0.0,P030059075
0.0,0.0,0.0,1.0,0.0,P030059076
0.0,1.0,0.0,0.0,1.0,P030059077
0.0,0.0,0.0,1.0,0.0,P030059078
0.0,1.0,1.0,0.0,1.0,P030059079
0.0,1.0,1.0,0.0,1.0,P030059080
0.0,1.0,0.0,1.0,1.0,P030059081
0.0,1.0,1.0,0.0,1.0,P030059082
0.0,0.0,0.0,1.0,0.0,P030059083
0.0,1.0,1.0,0.0,1.0,P030059084
0.0,1.0,1.0,0.0,1.0,P030059085
0.0,1.0,1.0,0.0,1.0,P030059086
0.0,0.0,0.0,1.0,0.0,P030059087
0.0,1.0,1.0,0.0,1.0,P030059088
0.0,1.0,1.0,0.0,1.0,P030059089
0.0,0.0,0.0,1.0,0.0,P030059090
0.0,0.0,0.0,1.0,0.0,P030059091
1.0,0.0,0.0,0.0,1.0,P030059092
0.0,0.0,0.0,1.0,0.0,P030059093
1.0,0.0,0.0,0.0,0.0,P030059094
0.0,1.0,1.0,0.0,1.0,P030059095
1.0,1.0,1.0,1.0,1.0,P030059097
1.0,0.0,0.0,1.0,0.0,P030059099
0.0,0.0,0.0,1.0,0.0,P030059100
0.0,0.0,1.0,0.0,0.0,P030059101
0.0,0.0,0.0,1.0,0.0,P030059102
0.0,1.0,1.0,0.0,1.0,P030059103
0.0,0.0,0.0,1.0,0.0,P030059104
0.0,0.0,0.0,1.0,0.0,P030059105
0.0,0.0,0.0,1.0,0.0,P030059106
0.0,0.0,0.0,1.0,0.0,P030059107
0.0,0.0,0.0,0.0,0.0,P030059108
0.0,0.0,0.0,1.0,0.0,P030059109
0.0,0.0,0.0,0.0,0.0,P030059110
0.0,0.0,0.0,0.0,1.0,P030059111
0.0,0.0,0.0,0.0,0.0,P030059112
0.0,0.0,0.0,1.0,0.0,P030059113
0.0,1.0,1.0,0.0,1.0,P030059114
0.0,0.0,0.0,1.0,0.0,P030059115
0.0,0.0,0.0,1.0,0.0,P030059116
0.0,0.0,0.0,1.0,0.0,P030059117
0.0,0.0,1.0,1.0,0.0,P030059118
0.0,0.0,0.0,1.0,0.0,P030059119
0.0,0.0,0.0,1.0,0.0,P030059120
0.0,0.0,0.0,1.0,0.0,P030059121
0.0,0.0,0.0,1.0,0.0,P030059122
0.0,0.0,0.0,1.0,0.0,P030059123
0.0,0.0,0.0,1.0,0.0,P030059124
0.0,1.0,1.0,0.0,1.0,P030059125
0.0,1.0,1.0,0.0,1.0,P030059126
0.0,0.0,0.0,1.0,0.0,P030059127
0.0,0.0,1.0,0.0,0.0,P030059128
0.0,0.0,0.0,1.0,0.0,P030059129
0.0,0.0,0.0,1.0,0.0,P030059130
0.0,0.0,0.0,1.0,0.0,P030059131
0.0,0.0,1.0,0.0,1.0,P030059132
0.0,1.0,1.0,0.0,1.0,P030059133
0.0,1.0,1.0,0.0,1.0,P030059135
0.0,0.0,0.0,1.0,0.0,P030059137
0.0,0.0,0.0,1.0,0.0,P030059138
0.0,1.0,0.0,0.0,1.0,P030059139
0.0,0.0,0.0,1.0,0.0,P030059140
0.0,1.0,0.0,1.0,0.0,P030059141
0.0,0.0,0.0,1.0,0.0,P030059142
0.0,1.0,1.0,1.0,0.0,P030059143
0.0,1.0,0.0,1.0,1.0,P030059144
0.0,0.0,0.0,1.0,0.0,P030059145
0.0,0.0,0.0,1.0,0.0,P030059147
0.0,0.0,0.0,1.0,0.0,P030059148
0.0,1.0,1.0,0.0,0.0,P030059149
1.0,0.0,0.0,1.0,0.0,P030059150
0.0,0.0,0.0,1.0,0.0,P030059151
0.0,1.0,1.0,0.0,1.0,P030059152
0.0,0.0,0.0,0.0,1.0,P030059153
0.0,0.0,0.0,1.0,1.0,P030059154
0.0,1.0,1.0,1.0,1.0,P030059155
0.0,0.0,0.0,0.0,0.0,P030059156
1.0,1.0,1.0,0.0,1.0,P030059157
0.0,0.0,0.0,1.0,0.0,P030059158
0.0,0.0,0.0,1.0,0.0,P030059159
0.0,0.0,0.0,1.0,0.0,P030059160
1.0,0.0,0.0,1.0,0.0,P030059161
0.0,1.0,1.0,1.0,1.0,P030059162
1.0,1.0,0.0,0.0,1.0,P030059163
0.0,0.0,0.0,1.0,0.0,P030059164
0.0,0.0,1.0,1.0,0.0,P030059165
0.0,1.0,1.0,0.0,1.0,P030059166
0.0,0.0,0.0,1.0,0.0,P030059167
0.0,0.0,0.0,1.0,0.0,P030059168
0.0,0.0,0.0,1.0,0.0,P030059169
1.0,0.0,1.0,1.0,0.0,P030059170
0.0,0.0,0.0,0.0,1.0,P030059171
0.0,1.0,0.0,1.0,0.0,P030059172
0.0,0.0,0.0,1.0,0.0,P030059174
0.0,0.0,0.0,0.0,1.0,P030059175
1.0,1.0,1.0,0.0,1.0,P030059176
0.0,1.0,1.0,0.0,1.0,P030059177
0.0,0.0,0.0,1.0,0.0,P030059178
0.0,1.0,1.0,0.0,1.0,P030059179
0.0,0.0,0.0,1.0,0.0,P030059180
0.0,1.0,1.0,0.0,1.0,P030059181
0.0,1.0,1.0,1.0,1.0,P030059182
0.0,0.0,1.0,0.0,1.0,P030059183
0.0,0.0,0.0,1.0,0.0,P030059184
0.0,0.0,0.0,1.0,0.0,P030059185
0.0,0.0,0.0,1.0,0.0,P030059186
0.0,1.0,0.0,0.0,1.0,P030059187
0.0,1.0,1.0,0.0,1.0,P030059189
1.0,0.0,0.0,1.0,0.0,P030059190
0.0,0.0,0.0,1.0,0.0,P030059192
0.0,1.0,1.0,0.0,1.0,P030059193
0.0,1.0,1.0,0.0,1.0,P030059195
0.0,0.0,0.0,1.0,0.0,P030059196
0.0,0.0,0.0,1.0,0.0,P030059197
0.0,1.0,0.0,1.0,1.0,P030059198
0.0,1.0,1.0,0.0,1.0,P030059199
1.0,1.0,1.0,0.0,1.0,P030059200
0.0,0.0,0.0,1.0,0.0,P030059201
0.0,0.0,0.0,0.0,0.0,P030059202
0.0,1.0,1.0,1.0,1.0,P030059203
0.0,1.0,1.0,1.0,1.0,P030059204
0.0,0.0,0.0,1.0,0.0,P030059205
0.0,0.0,0.0,1.0,0.0,P030059206
0.0,0.0,0.0,1.0,0.0,P030059207
0.0,0.0,0.0,1.0,0.0,P030059208
0.0,0.0,0.0,1.0,0.0,P030059210
0.0,1.0,1.0,1.0,0.0,P030059211
0.0,1.0,0.0,1.0,1.0,P030059212
0.0,1.0,1.0,0.0,1.0,P030059213
0.0,0.0,0.0,1.0,0.0,P030059214
0.0,1.0,0.0,1.0,0.0,P030059215
0.0,1.0,1.0,1.0,0.0,P030059216
0.0,0.0,0.0,1.0,0.0,P030059217
0.0,1.0,0.0,1.0,0.0,P030059218
0.0,0.0,0.0,1.0,0.0,P030059219
0.0,0.0,0.0,1.0,0.0,P030059220
1.0,0.0,0.0,1.0,0.0,P030059221
0.0,1.0,1.0,0.0,1.0,P030059222
0.0,1.0,1.0,0.0,1.0,P030059223
1.0,0.0,0.0,1.0,0.0,P030059224
0.0,0.0,0.0,1.0,0.0,P030059225
0.0,0.0,0.0,1.0,0.0,P030059226
0.0,0.0,0.0,1.0,0.0,P030059227
0.0,0.0,0.0,0.0,1.0,P030059228
0.0,1.0,1.0,1.0,0.0,P030059229
0.0,1.0,1.0,1.0,1.0,P030059230
0.0,0.0,1.0,1.0,0.0,P030059231
0.0,0.0,0.0,1.0,0.0,P030059232
0.0,1.0,1.0,0.0,1.0,P030059233
0.0,1.0,1.0,0.0,1.0,P030059235
0.0,0.0,0.0,1.0,0.0,P030059236
0.0,0.0,0.0,1.0,0.0,P030059237
1.0,1.0,0.0,1.0,0.0,P030059238
0.0,0.0,0.0,1.0,0.0,P030059239
0.0,0.0,0.0,1.0,0.0,P030059240
0.0,0.0,0.0,1.0,0.0,P030059241
0.0,0.0,0.0,1.0,0.0,P030059242
0.0,1.0,1.0,1.0,0.0,P030059243
0.0,1.0,0.0,1.0,0.0,P030059244
0.0,1.0,1.0,0.0,1.0,P030059245
0.0,0.0,0.0,1.0,0.0,P030059247
0.0,1.0,1.0,0.0,1.0,P030059248
0.0,1.0,1.0,0.0,1.0,P030059249
0.0,1.0,0.0,1.0,0.0,P030059250
0.0,1.0,1.0,0.0,1.0,P030059251
1.0,1.0,1.0,1.0,0.0,P030059252
1.0,1.0,1.0,0.0,1.0,P030059253
0.0,0.0,0.0,0.0,1.0,P030059254
0.0,1.0,1.0,1.0,1.0,P030059255
1.0,1.0,0.0,1.0,1.0,P030059256
0.0,1.0,1.0,0.0,1.0,P030059257
0.0,0.0,0.0,1.0,0.0,P030059258
0.0,0.0,0.0,1.0,0.0,P030059259
0.0,0.0,0.0,0.0,1.0,P030059260
0.0,0.0,0.0,1.0,0.0,P030059261
0.0,0.0,0.0,1.0,0.0,P030059263
0.0,0.0,0.0,1.0,0.0,P030059264
0.0,1.0,1.0,0.0,1.0,P030059266
0.0,1.0,1.0,0.0,1.0,P030059267
0.0,0.0,0.0,1.0,0.0,P030059268
0.0,0.0,0.0,1.0,0.0,P030059270
0.0,0.0,0.0,1.0,0.0,P030059271
0.0,0.0,0.0,1.0,0.0,P030059272
0.0,0.0,0.0,1.0,0.0,P030059273
0.0,1.0,1.0,0.0,1.0,P030059274
0.0,0.0,0.0,1.0,0.0,P030059276
0.0,0.0,0.0,1.0,0.0,P030059277
0.0,0.0,0.0,1.0,0.0,P030059278
0.0,0.0,0.0,1.0,0.0,P030059279
0.0,0.0,0.0,1.0,0.0,P030059280
0.0,1.0,1.0,0.0,1.0,P030059281
0.0,1.0,0.0,1.0,1.0,P030059283
0.0,1.0,0.0,0.0,1.0,P030059284
0.0,1.0,0.0,0.0,1.0,P030059285
1.0,1.0,0.0,0.0,0.0,P030059286
1.0,0.0,0.0,1.0,0.0,P030059287
1.0,1.0,1.0,0.0,1.0,P030059288
0.0,0.0,0.0,1.0,0.0,P030059289
0.0,1.0,1.0,0.0,1.0,P030059290
0.0,1.0,1.0,1.0,0.0,P030059291
0.0,1.0,0.0,0.0,1.0,P030059293
0.0,1.0,1.0,0.0,1.0,P030059294
1.0,1.0,0.0,1.0,0.0,P030059295
0.0,0.0,0.0,1.0,0.0,P030059296
0.0,1.0,0.0,1.0,0.0,P030059297
0.0,0.0,0.0,1.0,0.0,P030059298
1.0,1.0,1.0,0.0,1.0,P030059300
0.0,1.0,1.0,0.0,1.0,P030059301
0.0,0.0,0.0,1.0,0.0,P030059303
0.0,0.0,0.0,1.0,0.0,P030059304
0.0,1.0,1.0,1.0,0.0,P030059305
0.0,0.0,0.0,0.0,0.0,P030059306
0.0,0.0,0.0,1.0,0.0,P030059307
0.0,0.0,0.0,1.0,0.0,P030059308
0.0,1.0,0.0,1.0,0.0,P030059309
0.0,0.0,0.0,1.0,0.0,P030059310
1.0,0.0,0.0,1.0,0.0,P030059311
0.0,1.0,1.0,0.0,1.0,P030059312
1.0,1.0,1.0,0.0,1.0,P030059313
0.0,0.0,0.0,1.0,0.0,P030059314
1.0,0.0,0.0,1.0,0.0,P030059315
0.0,0.0,0.0,1.0,0.0,P030059316
0.0,1.0,1.0,1.0,0.0,P030059317
0.0,1.0,1.0,1.0,0.0,P030059318
1.0,0.0,0.0,1.0,0.0,P030059319
0.0,1.0,0.0,0.0,1.0,P030059320
0.0,1.0,1.0,0.0,1.0,P030059321
0.0,0.0,0.0,1.0,0.0,P030059322
0.0,0.0,0.0,1.0,0.0,P030059325
1.0,0.0,0.0,1.0,0.0,P030059326
0.0,1.0,1.0,1.0,0.0,P030059327
0.0,0.0,0.0,0.0,0.0,P030059328
0.0,1.0,1.0,0.0,1.0,P030059329
0.0,1.0,1.0,0.0,1.0,P030059330
0.0,1.0,1.0,0.0,0.0,P030059331
0.0,0.0,0.0,1.0,1.0,P030059332
0.0,0.0,1.0,1.0,0.0,P030059333
0.0,1.0,1.0,0.0,1.0,P030059334
1.0,1.0,1.0,0.0,1.0,P030059335
0.0,0.0,0.0,0.0,1.0,P030059336
0.0,0.0,0.0,1.0,0.0,P030059337
1.0,1.0,1.0,0.0,1.0,P030059340
0.0,1.0,1.0,0.0,0.0,P030059341
0.0,0.0,0.0,1.0,0.0,P030059342
1.0,1.0,1.0,0.0,1.0,P030059344
0.0,1.0,1.0,0.0,1.0,P030059345
0.0,0.0,0.0,1.0,0.0,P030059346
0.0,1.0,0.0,1.0,0.0,P030059348
0.0,0.0,0.0,1.0,0.0,P030059349
0.0,0.0,0.0,1.0,0.0,P030059352
0.0,1.0,0.0,0.0,1.0,P030059353
0.0,0.0,0.0,1.0,0.0,P030059354
0.0,0.0,0.0,1.0,0.0,P030059355
0.0,0.0,0.0,1.0,1.0,P030059356
0.0,1.0,1.0,1.0,0.0,P030059357
0.0,0.0,0.0,1.0,0.0,P030059358
1.0,0.0,0.0,1.0,0.0,P030059359
1.0,0.0,1.0,1.0,0.0,P030059360
0.0,0.0,0.0,1.0,0.0,P030059361
0.0,0.0,0.0,1.0,0.0,P030059362
0.0,0.0,1.0,0.0,1.0,P030059363
0.0,1.0,0.0,0.0,1.0,P030059364
0.0,0.0,0.0,1.0,0.0,P030059365
0.0,1.0,1.0,0.0,1.0,P030059366
0.0,0.0,0.0,1.0,0.0,P030059367
0.0,0.0,0.0,1.0,0.0,P030059368
0.0,0.0,0.0,1.0,0.0,P030059369
0.0,0.0,0.0,1.0,0.0,P030059370
0.0,0.0,0.0,1.0,0.0,P030059371
0.0,1.0,0.0,0.0,0.0,P030059372
0.0,0.0,0.0,1.0,0.0,P030059373
0.0,0.0,0.0,1.0,0.0,P030059374
1.0,0.0,0.0,1.0,0.0,P030059375
0.0,0.0,0.0,1.0,0.0,P030059376
0.0,1.0,1.0,0.0,1.0,P030059377
0.0,0.0,0.0,1.0,0.0,P030059379
1.0,1.0,1.0,1.0,1.0,P030059380
0.0,1.0,0.0,1.0,1.0,P030059381
0.0,0.0,0.0,1.0,0.0,P030059382
0.0,0.0,0.0,1.0,0.0,P030059383
0.0,0.0,0.0,0.0,0.0,P030059384
0.0,1.0,1.0,0.0,1.0,P030059385
0.0,1.0,1.0,0.0,1.0,P030059386
0.0,0.0,0.0,1.0,0.0,P030059387
0.0,0.0,0.0,1.0,0.0,P030059388
0.0,1.0,0.0,1.0,1.0,P030059389
0.0,0.0,0.0,1.0,0.0,P030059390
0.0,1.0,1.0,0.0,1.0,P030059391
0.0,0.0,0.0,0.0,0.0,P030059392
0.0,1.0,1.0,0.0,1.0,P030059393
0.0,1.0,1.0,1.0,1.0,P030059394
0.0,0.0,0.0,1.0,0.0,P030059395
0.0,1.0,0.0,1.0,0.0,P030059396
0.0,1.0,1.0,0.0,1.0,P030059397
0.0,0.0,0.0,1.0,0.0,P030059398
0.0,0.0,0.0,1.0,0.0,P030059399
1.0,0.0,0.0,1.0,0.0,P030059400
0.0,1.0,1.0,0.0,1.0,P030059401
0.0,1.0,1.0,0.0,1.0,P030059402
0.0,0.0,0.0,1.0,0.0,P030059404
0.0,0.0,0.0,1.0,0.0,P030059405
0.0,0.0,0.0,1.0,0.0,P030059406
0.0,1.0,1.0,0.0,1.0,P030059407
0.0,0.0,0.0,0.0,1.0,P030059408
0.0,1.0,1.0,1.0,0.0,P030059409
0.0,1.0,1.0,0.0,1.0,P030059410
0.0,1.0,0.0,1.0,0.0,P030059411
0.0,0.0,0.0,1.0,0.0,P030059413
0.0,1.0,1.0,0.0,1.0,P030059414
0.0,1.0,1.0,1.0,1.0,P030059415
0.0,1.0,1.0,0.0,1.0,P030059416
0.0,1.0,0.0,1.0,0.0,P030059417
0.0,1.0,1.0,0.0,1.0,P030059418
1.0,0.0,0.0,1.0,0.0,P030059420
0.0,0.0,0.0,1.0,0.0,P030059421
0.0,0.0,0.0,1.0,0.0,P030059422
0.0,1.0,1.0,1.0,1.0,P030059423
0.0,1.0,0.0,1.0,0.0,P030059424
0.0,1.0,1.0,1.0,0.0,P030059425
0.0,0.0,0.0,1.0,0.0,P030059426
0.0,0.0,0.0,1.0,0.0,P030059427
0.0,1.0,1.0,0.0,1.0,P030059428
0.0,1.0,1.0,0.0,1.0,P030059429
0.0,0.0,0.0,1.0,0.0,P030059430
0.0,0.0,0.0,1.0,0.0,P030059431
0.0,1.0,1.0,0.0,1.0,P030059432
0.0,1.0,0.0,0.0,1.0,P030059433
0.0,0.0,0.0,1.0,0.0,P030059434
1.0,1.0,1.0,0.0,1.0,P030059435
0.0,1.0,1.0,0.0,1.0,P030059436
0.0,1.0,1.0,0.0,1.0,P030059437
0.0,1.0,1.0,0.0,1.0,P030059438
1.0,1.0,1.0,0.0,1.0,P030059439
0.0,0.0,0.0,1.0,0.0,P030059440
0.0,1.0,1.0,0.0,1.0,P030059441
0.0,0.0,0.0,1.0,0.0,P030059442
0.0,0.0,0.0,1.0,0.0,P030059443
0.0,0.0,0.0,1.0,0.0,P030059444
0.0,0.0,0.0,1.0,0.0,P030059445
0.0,0.0,0.0,1.0,0.0,P030059446
0.0,1.0,1.0,0.0,1.0,P030059447
0.0,0.0,1.0,1.0,1.0,P030059448
1.0,1.0,1.0,0.0,1.0,P030059449
0.0,1.0,0.0,0.0,1.0,P030059450
0.0,1.0,0.0,1.0,0.0,P030059451
1.0,0.0,0.0,1.0,0.0,P030059452
0.0,1.0,1.0,1.0,0.0,P030059453
0.0,0.0,0.0,1.0,0.0,P030059454
0.0,0.0,0.0,1.0,0.0,P030059455
0.0,0.0,0.0,1.0,0.0,P030059456
0.0,0.0,0.0,1.0,0.0,P030059457
0.0,0.0,0.0,1.0,0.0,P030059458
0.0,0.0,0.0,1.0,0.0,P030059459
1.0,1.0,1.0,0.0,0.0,P030059460
1.0,0.0,0.0,1.0,1.0,P030059461
0.0,0.0,0.0,1.0,0.0,P030059462
0.0,0.0,1.0,1.0,1.0,P030059463
0.0,0.0,0.0,1.0,0.0,P030059465
0.0,0.0,0.0,1.0,0.0,P030059466
0.0,1.0,1.0,0.0,1.0,P030059467
0.0,0.0,0.0,1.0,0.0,P030059468
0.0,1.0,1.0,0.0,1.0,P030059469
0.0,1.0,0.0,1.0,1.0,P030059470
0.0,0.0,0.0,1.0,0.0,P030059471
0.0,0.0,0.0,1.0,0.0,P030059472
0.0,0.0,0.0,1.0,0.0,P030059473
1.0,1.0,0.0,1.0,0.0,P030059474
0.0,1.0,1.0,1.0,1.0,P030059475
0.0,0.0,0.0,1.0,0.0,P030059476
0.0,0.0,0.0,1.0,0.0,P030059477
0.0,1.0,1.0,1.0,0.0,P030059478
0.0,1.0,1.0,0.0,1.0,P030059479
0.0,0.0,0.0,1.0,0.0,P030059480
0.0,0.0,0.0,0.0,0.0,P030059481
0.0,0.0,0.0,1.0,0.0,P030059482
0.0,1.0,1.0,0.0,1.0,P030059483
0.0,0.0,0.0,1.0,0.0,P030059484
0.0,0.0,0.0,1.0,0.0,P030059485
1.0,1.0,1.0,0.0,1.0,P030059486
0.0,0.0,0.0,1.0,0.0,P030059487
0.0,1.0,0.0,1.0,0.0,P030059489
0.0,0.0,0.0,1.0,0.0,P030059490
0.0,1.0,0.0,1.0,0.0,P030059491
